date_from,date_to,district_out,district_in,subscriber_in ,subscriber_out,density_in,density_out,sms_in ,sms_out ,call_in,call_out ,movement 
04/03/2020,10/03/2020,Fuvahmulah,Naifaru,171925,286833,417576,388444,123038018,94313627,12059423,11259535,524188
04/03/2020,10/03/2020,Fuvahmulah,Baros,284149,70566,420647,143725,211711823,225976352,6860873,5692100,704213
04/03/2020,10/03/2020,Fuvahmulah,Fuvahmulah,233090,252979,359387,188628,100665663,28824378,12028938,2413291,645568
11/03/2020,17/03/2020,Male,Male,18211,325764,124762,313061,62584205,222153251,5628834,7232413,130542
11/03/2020,17/03/2020,Male,Maafushi,203296,331044,41858,32724,180678763,241926916,18283520,7734317,947013
11/03/2020,17/03/2020,Male,Naifaru,27209,453049,163282,493722,18109304,219556844,8789001,17710971,104772
11/03/2020,17/03/2020,Male,Baros,289976,273456,71428,14916,121846451,245524110,3580895,4202449,26764
11/03/2020,17/03/2020,Male,Fuvahmulah,59960,15022,221036,410728,52607050,209733284,14867453,3627183,172024
11/03/2020,17/03/2020,Maafushi,Male,333712,338347,141228,132871,168007976,180686843,13448737,9513194,434238
11/03/2020,17/03/2020,Maafushi,Maafushi,465297,417649,68951,114546,93021678,109248478,11877299,15825511,904332
11/03/2020,17/03/2020,Maafushi,Naifaru,440178,220027,427196,437191,240183885,176073620,10628221,17620778,649423
11/03/2020,17/03/2020,Maafushi,Baros,100235,145603,422743,94419,115328562,58517709,10835985,3759873,816785
11/03/2020,17/03/2020,Maafushi,Fuvahmulah,393270,121821,205101,489983,184244300,235371780,9940276,6280770,998256
11/03/2020,17/03/2020,Naifaru,Male,423618,39660,186588,27397,157332449,182247135,12197160,4636597,169473
11/03/2020,17/03/2020,Naifaru,Maafushi,325196,299610,194186,371677,39763248,80220440,7093859,13882497,273166
11/03/2020,17/03/2020,Naifaru,Naifaru,136215,363488,464378,486886,166836698,113382463,18836069,11941555,96123
11/03/2020,17/03/2020,Naifaru,Baros,452961,473606,366906,194944,4626246,209221021,17594368,19782682,246601
11/03/2020,17/03/2020,Naifaru,Fuvahmulah,336923,57985,279606,340704,93195489,56695466,9365036,902418,855368
11/03/2020,17/03/2020,Baros,Male,62520,308984,97602,232766,91215059,154372807,7221985,11429346,273702
11/03/2020,17/03/2020,Baros,Maafushi,1460,102247,66366,55694,126821410,21921566,17152851,14026505,27284
11/03/2020,17/03/2020,Baros,Naifaru,417578,445117,72061,315008,43112155,150711989,6975795,4998793,172532
11/03/2020,17/03/2020,Baros,Baros,190657,384850,106791,188419,118425221,49366573,18784366,13113545,398165
11/03/2020,17/03/2020,Baros,Fuvahmulah,253098,460544,349758,114144,5702048,227610765,503480,6572564,482723
11/03/2020,17/03/2020,Fuvahmulah,Male,320770,440757,458486,118124,28935703,137714988,7184317,19475880,25789
11/03/2020,17/03/2020,Fuvahmulah,Maafushi,242083,407687,461878,253772,214769492,18271326,3225608,12871804,44593
11/03/2020,17/03/2020,Fuvahmulah,Naifaru,451328,161923,118800,183007,232295703,3311578,1923472,16851124,487099
11/03/2020,17/03/2020,Fuvahmulah,Baros,335621,339772,241976,253075,74838554,59994025,2072680,7897653,685365
11/03/2020,17/03/2020,Fuvahmulah,Fuvahmulah,321856,208037,171497,240545,38121903,74671457,4933832,11410284,724436
18/03/2020,24/03/2020,Male,Male,421432,244322,495711,362806,171297146,4567454,9487994,19557476,669132
18/03/2020,24/03/2020,Male,Maafushi,35669,107593,316057,465996,165305287,183928598,8539506,7189656,293059
18/03/2020,24/03/2020,Male,Naifaru,338553,229471,438607,199514,216100439,19007732,5013843,10173853,490320
18/03/2020,24/03/2020,Male,Baros,151078,28259,291459,197873,56919543,66072008,11620717,15750764,44613
18/03/2020,24/03/2020,Male,Fuvahmulah,116816,237270,8300,450268,20404820,194666326,2626682,955129,4500
18/03/2020,24/03/2020,Maafushi,Male,115948,53067,325081,381686,169140495,217497376,620084,16408937,558105
18/03/2020,24/03/2020,Maafushi,Maafushi,11904,368062,17937,38124,123565321,50039635,16342541,1962282,713185
18/03/2020,24/03/2020,Maafushi,Naifaru,438010,191250,312946,222603,89489846,158903051,6410809,14703439,942730
18/03/2020,24/03/2020,Maafushi,Baros,463470,310482,113737,44195,97479493,142223682,7726684,12208660,320535
18/03/2020,24/03/2020,Maafushi,Fuvahmulah,261799,405948,168452,272253,127496777,148224788,15240522,12628533,243506
18/03/2020,24/03/2020,Naifaru,Male,196588,173178,309707,319475,158598059,112701043,5522537,2580623,731333
18/03/2020,24/03/2020,Naifaru,Maafushi,28915,9800,394832,293427,134619046,150265050,10756612,14307782,399447
18/03/2020,24/03/2020,Naifaru,Naifaru,435346,362992,49159,43121,68188739,248107310,9927259,15453106,868739
18/03/2020,24/03/2020,Naifaru,Baros,423833,476261,495499,111488,174307812,97175148,10927530,15605534,259446
18/03/2020,24/03/2020,Naifaru,Fuvahmulah,333954,478563,204140,479355,36876960,223489181,6532978,9091087,915325
18/03/2020,24/03/2020,Baros,Male,245970,294876,195213,310772,67212603,161590891,14142024,9401218,328929
18/03/2020,24/03/2020,Baros,Maafushi,343315,323579,406643,203703,139496975,205394630,1680358,9122989,490496
18/03/2020,24/03/2020,Baros,Naifaru,398698,51579,197978,356081,44961753,46915940,18107968,10034876,170813
18/03/2020,24/03/2020,Baros,Baros,123317,29687,43781,41492,32720038,165113729,19959398,9528453,261124
18/03/2020,24/03/2020,Baros,Fuvahmulah,22938,48518,111471,153343,163050166,212150067,19960305,19125522,443572
18/03/2020,24/03/2020,Fuvahmulah,Male,78586,231511,449192,265121,59531788,225872082,10556368,7714339,731130
18/03/2020,24/03/2020,Fuvahmulah,Maafushi,72895,442231,343766,343564,105633780,94447614,12403098,11655240,357768
18/03/2020,24/03/2020,Fuvahmulah,Naifaru,318250,77975,344580,403572,3976518,168580102,2548385,566251,480599
18/03/2020,24/03/2020,Fuvahmulah,Baros,371039,89555,228989,430374,70571388,39379911,10658005,9394749,371207
18/03/2020,24/03/2020,Fuvahmulah,Fuvahmulah,88045,117258,440777,242553,247632637,164860496,4332800,466079,810243
25/03/2020,31/03/2020,Male,Male,44509,451879,134801,61180,124504690,18371555,16739107,6099192,160405
25/03/2020,31/03/2020,Male,Maafushi,264006,217152,217450,446800,233302745,130857503,4914949,17124193,791209
25/03/2020,31/03/2020,Male,Naifaru,188218,249015,375150,402951,229370029,118066361,6045228,18782832,791996
25/03/2020,31/03/2020,Male,Baros,485716,115688,429261,178788,139506833,140851652,13981912,6564802,562464
25/03/2020,31/03/2020,Male,Fuvahmulah,405024,144358,39980,206050,36968622,23287362,19581302,13130551,677813
25/03/2020,31/03/2020,Maafushi,Male,290448,307150,186436,98082,44161283,226442505,11777607,17089626,600479
25/03/2020,31/03/2020,Maafushi,Maafushi,200861,283446,313781,183108,135233640,71678572,13966095,12519673,510146
25/03/2020,31/03/2020,Maafushi,Naifaru,337537,241742,235594,325173,13705341,47999977,12355233,295550,97316
25/03/2020,31/03/2020,Maafushi,Baros,396396,230936,127871,286774,118730894,106125662,8267549,9406577,110628
25/03/2020,31/03/2020,Maafushi,Fuvahmulah,250693,432001,156773,330417,169441803,2252424,18414616,1749388,579353
25/03/2020,31/03/2020,Naifaru,Male,362167,272666,322213,29171,138780369,209619796,2523854,10472320,813566
25/03/2020,31/03/2020,Naifaru,Maafushi,160674,394933,212496,369250,209972040,149963757,11553624,486561,614399
25/03/2020,31/03/2020,Naifaru,Naifaru,477226,182727,385321,65993,209321916,75540065,17377230,4888423,735014
25/03/2020,31/03/2020,Naifaru,Baros,78008,428165,480490,455102,159715475,132782949,11597452,9716740,419839
25/03/2020,31/03/2020,Naifaru,Fuvahmulah,256812,497975,190227,495050,223484189,16133601,2848320,10574580,640704
25/03/2020,31/03/2020,Baros,Male,471970,17843,125601,315601,198458966,43911523,1596131,6795448,569112
25/03/2020,31/03/2020,Baros,Maafushi,339502,14683,188171,267343,221849096,210480501,8616466,8407887,382361
25/03/2020,31/03/2020,Baros,Naifaru,284391,163864,369472,103,156846432,250185664,5985746,16309786,315619
25/03/2020,31/03/2020,Baros,Baros,246879,72403,387880,428210,126007203,136021870,797573,8044607,882917
25/03/2020,31/03/2020,Baros,Fuvahmulah,431232,57832,402779,309435,41698850,71106177,16126352,11760720,609799
25/03/2020,31/03/2020,Fuvahmulah,Male,486912,147705,136927,214210,237171824,123531574,13538817,17470040,665236
25/03/2020,31/03/2020,Fuvahmulah,Maafushi,184868,302688,330384,8226,201973086,123672774,5528312,3342148,246574
25/03/2020,31/03/2020,Fuvahmulah,Naifaru,408358,1299,226190,327972,248195123,227684709,1301348,10982604,506118
25/03/2020,31/03/2020,Fuvahmulah,Baros,319983,167268,339723,71389,93967538,234002852,6794638,7054641,59777
25/03/2020,31/03/2020,Fuvahmulah,Fuvahmulah,238430,6400,395914,200836,115983808,235636344,947267,2022342,94810
01/04/2020,07/04/2020,Male,Male,195341,484406,258194,319336,189705134,16644207,9739790,7366868,953586
01/04/2020,07/04/2020,Male,Maafushi,176680,497245,252162,293685,17940492,17136580,5043520,14533558,674224
01/04/2020,07/04/2020,Male,Naifaru,1214,123975,474374,151711,174799118,120413224,16861409,19458142,270279
01/04/2020,07/04/2020,Male,Baros,145243,410136,159593,487242,51888353,13014370,695993,12179136,691699
01/04/2020,07/04/2020,Male,Fuvahmulah,289122,469705,272344,145208,153711085,63692226,5025939,287242,625013
01/04/2020,07/04/2020,Maafushi,Male,316762,418422,463133,468189,210960820,48801703,9312008,6676682,321219
01/04/2020,07/04/2020,Maafushi,Maafushi,310192,472585,456541,488694,104870144,219103310,15754223,5589144,742067
01/04/2020,07/04/2020,Maafushi,Naifaru,309167,220973,446567,53615,37478269,48876260,13531565,5087180,105851
01/04/2020,07/04/2020,Maafushi,Baros,196489,428437,400351,191207,127184808,15363673,16460773,2582950,103588
01/04/2020,07/04/2020,Maafushi,Fuvahmulah,193288,374728,170173,323983,79172627,66331249,11454623,8984325,848715
01/04/2020,07/04/2020,Naifaru,Male,412612,306217,129326,15466,43359078,161083342,5160451,18830566,870819
01/04/2020,07/04/2020,Naifaru,Maafushi,385978,489087,106363,445399,147050408,215013347,13085928,12117988,144526
01/04/2020,07/04/2020,Naifaru,Naifaru,236121,379943,110593,75603,171704795,183851604,14243152,13768518,493180
01/04/2020,07/04/2020,Naifaru,Baros,341671,58513,295143,366040,108284164,124116265,9469896,3198368,51330
01/04/2020,07/04/2020,Naifaru,Fuvahmulah,330588,493539,75001,262405,171441750,8526133,10828707,18924533,844417
01/04/2020,07/04/2020,Baros,Male,463662,35684,472548,398706,159229470,28612081,19782863,9087314,849347
01/04/2020,07/04/2020,Baros,Maafushi,7426,24069,271091,38651,132489857,119001667,17382487,19645400,987038
01/04/2020,07/04/2020,Baros,Naifaru,50328,23598,244905,7296,203869137,29966106,5153097,8051688,29603
01/04/2020,07/04/2020,Baros,Baros,176597,261580,307866,259152,193072767,236192051,18395425,13404933,864200
01/04/2020,07/04/2020,Baros,Fuvahmulah,272557,223803,266184,413211,127888865,219762905,15076305,4656081,882703
01/04/2020,07/04/2020,Fuvahmulah,Male,164501,168480,72086,361573,192874266,221023973,16029362,9704168,309446
01/04/2020,07/04/2020,Fuvahmulah,Maafushi,282519,114623,375846,469576,43039028,89380141,5225837,1037736,369930
01/04/2020,07/04/2020,Fuvahmulah,Naifaru,287834,437941,312525,475139,115357027,2934329,5692252,2619700,984657
01/04/2020,07/04/2020,Fuvahmulah,Baros,497758,423487,345954,209908,120834450,139598440,7716987,2106764,920091
01/04/2020,07/04/2020,Fuvahmulah,Fuvahmulah,423149,18673,358414,113535,122214904,162262603,19509615,14494987,225398
08/04/2020,14/04/2020,Male,Male,8035,344864,357102,495033,71838003,228089958,1298912,19203126,646594
08/04/2020,14/04/2020,Male,Maafushi,259311,177747,327601,155995,25147887,231737602,12885220,15759406,247196
08/04/2020,14/04/2020,Male,Naifaru,362088,202636,403350,38182,70806774,172400337,9774099,16768862,304153
08/04/2020,14/04/2020,Male,Baros,422910,38371,172984,154110,196697769,6887775,2730212,8242596,744634
08/04/2020,14/04/2020,Male,Fuvahmulah,453290,226574,194922,229894,242926639,126645660,17341693,8577194,655989
08/04/2020,14/04/2020,Maafushi,Male,239334,367397,91420,47534,233588297,129322195,12975490,16920665,953962
08/04/2020,14/04/2020,Maafushi,Maafushi,356498,353679,442577,84753,16603254,158969656,17760686,291475,460493
08/04/2020,14/04/2020,Maafushi,Naifaru,237845,466157,476708,388535,55894627,20280720,19689861,8442465,499905
08/04/2020,14/04/2020,Maafushi,Baros,51920,80997,301446,87705,137383944,217660493,732552,191836,231981
08/04/2020,14/04/2020,Maafushi,Fuvahmulah,59177,300130,150031,22340,43669880,111978548,3299181,11387728,848930
08/04/2020,14/04/2020,Naifaru,Male,202069,441935,31056,447363,224600612,38472489,14454780,16286557,797343
08/04/2020,14/04/2020,Naifaru,Maafushi,226763,218360,184698,293216,247389484,187875630,2426947,17856344,552452
08/04/2020,14/04/2020,Naifaru,Naifaru,64650,297058,37503,195732,13613725,217714146,16624159,11063240,824923
08/04/2020,14/04/2020,Naifaru,Baros,146730,205043,456765,428872,28339071,101716958,19935453,4479743,951295
08/04/2020,14/04/2020,Naifaru,Fuvahmulah,309191,96672,476834,100956,242550030,136802823,16463836,15718745,129337
08/04/2020,14/04/2020,Baros,Male,179773,335293,261806,367459,228043720,196846779,8386840,4560761,288747
08/04/2020,14/04/2020,Baros,Maafushi,491100,301331,135465,82487,177703005,71703076,5089692,11399425,61679
08/04/2020,14/04/2020,Baros,Naifaru,344433,416,227899,72731,16563911,24063606,6734095,4576522,897007
08/04/2020,14/04/2020,Baros,Baros,34222,118302,325752,186196,49679225,138836542,9020305,11606581,668055
08/04/2020,14/04/2020,Baros,Fuvahmulah,301093,212579,453970,58437,161257180,206963566,7263075,3854402,225268
08/04/2020,14/04/2020,Fuvahmulah,Male,388439,6892,189202,156476,184240621,196503846,706642,19651307,409967
08/04/2020,14/04/2020,Fuvahmulah,Maafushi,478393,455251,491458,383663,84729284,75435173,8531926,5441487,418439
08/04/2020,14/04/2020,Fuvahmulah,Naifaru,10857,360176,264462,434204,121015801,13194443,2945088,2408742,679788
08/04/2020,14/04/2020,Fuvahmulah,Baros,15389,150420,323459,483173,125009606,149284534,610983,10655897,668827
08/04/2020,14/04/2020,Fuvahmulah,Fuvahmulah,388016,112597,22721,320070,170468286,86723216,13552647,1089764,323422
15/04/2020,21/04/2020,Male,Male,446918,38751,441952,387510,202677294,56076910,7772956,11548468,798072
15/04/2020,21/04/2020,Male,Maafushi,380421,79177,254502,319182,169205184,190718662,5913506,306089,331319
15/04/2020,21/04/2020,Male,Naifaru,59182,140484,31630,410355,74646004,78355058,5118452,16445132,672219
15/04/2020,21/04/2020,Male,Baros,310105,61708,186955,312192,92548934,64661375,13544801,18722685,707314
15/04/2020,21/04/2020,Male,Fuvahmulah,90906,308321,109311,286193,228051862,63532455,9393496,7605095,603809
15/04/2020,21/04/2020,Maafushi,Male,369220,117757,154913,31053,106895948,68029312,16282602,14674402,317130
15/04/2020,21/04/2020,Maafushi,Maafushi,215383,495916,227216,87765,204225824,158389555,9840815,1282969,932812
15/04/2020,21/04/2020,Maafushi,Naifaru,160312,10810,491981,441592,173050991,191656665,13038008,2010317,893104
15/04/2020,21/04/2020,Maafushi,Baros,158313,70864,416702,15942,250096263,30367369,17658948,9805597,547913
15/04/2020,21/04/2020,Maafushi,Fuvahmulah,276404,195413,471789,162448,237058227,4413579,5627499,16913686,2807
15/04/2020,21/04/2020,Naifaru,Male,476208,99013,356919,148740,148725126,122712482,6995916,6726476,790460
15/04/2020,21/04/2020,Naifaru,Maafushi,106539,353961,162556,370939,127226838,155325083,6439,6509341,698956
15/04/2020,21/04/2020,Naifaru,Naifaru,276503,116666,34809,304437,186792722,88828438,11320531,18253125,448109
15/04/2020,21/04/2020,Naifaru,Baros,11238,116763,163983,378137,130429773,131863278,14660048,14985145,505518
15/04/2020,21/04/2020,Naifaru,Fuvahmulah,298938,177280,121623,14893,111639857,81150414,3430628,19211829,88325
15/04/2020,21/04/2020,Baros,Male,223411,349923,301146,259295,58162282,245331257,7958647,14923865,833863
15/04/2020,21/04/2020,Baros,Maafushi,371499,397070,448799,299303,6184911,246769486,16782044,7330521,704797
15/04/2020,21/04/2020,Baros,Naifaru,145750,417521,104658,430431,58728310,156015893,5596568,2041052,65036
15/04/2020,21/04/2020,Baros,Baros,478757,124587,469812,396070,164523210,56073851,4962907,8539952,19552
15/04/2020,21/04/2020,Baros,Fuvahmulah,269914,307487,109371,295774,101063072,95884097,7758724,3856919,97801
15/04/2020,21/04/2020,Fuvahmulah,Male,428588,114131,217329,193534,173024250,150405385,17393745,3056495,904356
15/04/2020,21/04/2020,Fuvahmulah,Maafushi,305132,443541,224909,213992,110883274,195907572,15809379,11068507,140474
15/04/2020,21/04/2020,Fuvahmulah,Naifaru,232671,25499,302159,153335,42813482,162622990,16025348,13516976,647166
15/04/2020,21/04/2020,Fuvahmulah,Baros,278,237107,352198,482784,227049575,46499883,13924951,16523259,766436
15/04/2020,21/04/2020,Fuvahmulah,Fuvahmulah,376579,291159,202180,493198,212302348,189275550,5045013,14662171,603703
22/04/2020,28/04/2020,Male,Male,317532,277737,8131,168380,104696546,231176812,6302025,15249860,863779
22/04/2020,28/04/2020,Male,Maafushi,297643,64211,101938,478809,9011592,114611590,17006280,19908678,599872
22/04/2020,28/04/2020,Male,Naifaru,234867,244224,381318,201016,200607376,63177510,6043533,19000331,8148
22/04/2020,28/04/2020,Male,Baros,329644,152063,320207,101833,152538644,116451793,10636819,15573901,965778
22/04/2020,28/04/2020,Male,Fuvahmulah,420548,210504,428167,65307,128852991,148706474,13817119,14771246,155088
22/04/2020,28/04/2020,Maafushi,Male,407707,457921,140264,345782,37756898,202193177,17432574,19783574,959232
22/04/2020,28/04/2020,Maafushi,Maafushi,376392,81791,265498,322257,10128067,144211954,2635029,8154158,309437
22/04/2020,28/04/2020,Maafushi,Naifaru,444392,465455,84586,164643,238865394,38608544,11446959,6983655,875932
22/04/2020,28/04/2020,Maafushi,Baros,155516,354282,305812,483430,81855619,220094447,6876964,18554556,484634
22/04/2020,28/04/2020,Maafushi,Fuvahmulah,182582,52835,363525,210547,210229077,2535793,4332994,14581576,423353
22/04/2020,28/04/2020,Naifaru,Male,290911,196765,36407,200050,167176521,87478817,6946236,6625556,65075
22/04/2020,28/04/2020,Naifaru,Maafushi,286320,80798,291549,336411,107377914,129998331,15807544,3168101,247095
22/04/2020,28/04/2020,Naifaru,Naifaru,358752,274073,313239,182566,231771070,87963319,8971122,5430225,757937
22/04/2020,28/04/2020,Naifaru,Baros,299467,338335,401080,495608,83930858,90538564,14777334,11286161,888435
22/04/2020,28/04/2020,Naifaru,Fuvahmulah,113641,306573,92678,190869,149850781,138352204,15939516,17294936,895005
22/04/2020,28/04/2020,Baros,Male,167677,370310,396122,488287,132942364,210532039,9387618,3679208,537669
22/04/2020,28/04/2020,Baros,Maafushi,134927,164675,59419,257888,186828394,108330358,5762181,11001416,930789
22/04/2020,28/04/2020,Baros,Naifaru,444913,171162,296370,412454,106301888,42131996,5250957,5194624,814341
