date_from,date_to,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
04/03/2020,10/03/2020,Male,Naifaru,Cremont,Metromic,1579,365496,82382249,38463631,5807344,3004229,194,889
04/03/2020,10/03/2020,Male,Baros,Cremont,Stonewall,1579,365496,155300977,232580992,16455836,4032861,416,379
04/03/2020,10/03/2020,Male,Fuvahmulah,Cremont,Seabrook,1579,365496,207415300,226295253,11939408,16254133,121,33
04/03/2020,10/03/2020,Maafushi,Male,Portico,Cremont,209,423000,144887222,118504956,2280807,4323706,265,486
04/03/2020,10/03/2020,Maafushi,Maafushi,Portico,Portico,209,423000,240991744,158620844,7470922,10514678,416,130
04/03/2020,10/03/2020,Maafushi,Naifaru,Portico,Metromic,209,423000,111998777,37894347,4601202,4484649,18,811
04/03/2020,10/03/2020,Maafushi,Baros,Portico,Stonewall,209,423000,167908105,90470043,14953344,1047176,222,138
04/03/2020,10/03/2020,Maafushi,Fuvahmulah,Portico,Seabrook,209,423000,244034470,86079979,15956122,1294862,273,792
04/03/2020,10/03/2020,Naifaru,Male,Metromic,Cremont,534,370740,205715706,125602456,6699354,12636318,465,876
04/03/2020,10/03/2020,Naifaru,Maafushi,Metromic,Portico,534,370740,101222328,139383010,19840572,12135048,31,628
04/03/2020,10/03/2020,Naifaru,Naifaru,Metromic,Metromic,534,370740,93271486,4855632,10783347,10535913,482,427
04/03/2020,10/03/2020,Naifaru,Baros,Metromic,Stonewall,534,370740,116217062,201451779,10234478,16398783,355,68
04/03/2020,10/03/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,534,370740,162151675,144019762,7604966,2499213,119,230
04/03/2020,10/03/2020,Baros,Male,Stonewall,Cremont,748,217209,176634278,245515487,11780219,11798394,310,140
04/03/2020,10/03/2020,Baros,Maafushi,Stonewall,Portico,748,217209,174947608,6737038,1169969,16328054,353,248
04/03/2020,10/03/2020,Baros,Naifaru,Stonewall,Metromic,748,217209,238706910,76925102,251144,2072228,287,896
04/03/2020,10/03/2020,Baros,Baros,Stonewall,Stonewall,748,217209,116583080,61063258,8888043,4450090,467,76
04/03/2020,10/03/2020,Baros,Fuvahmulah,Stonewall,Seabrook,748,217209,172146072,209064555,9463790,1317444,356,70
04/03/2020,10/03/2020,Fuvahmulah,Male,Seabrook,Cremont,716,228651,175462306,157916472,144559,12236384,117,167
04/03/2020,10/03/2020,Fuvahmulah,Maafushi,Seabrook,Portico,716,228651,6516554,28958435,6176184,4887833,394,855
04/03/2020,10/03/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,716,228651,123038018,94313627,12059423,11259535,369,705
04/03/2020,10/03/2020,Fuvahmulah,Baros,Seabrook,Stonewall,716,228651,211711823,225976352,6860873,5692100,218,889
04/03/2020,10/03/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,716,228651,100665663,28824378,12028938,2413291,479,306
11/03/2020,17/03/2020,Male,Male,Cremont,Cremont,1004,332463,62584205,222153251,5628834,7232413,158,250
11/03/2020,17/03/2020,Male,Maafushi,Cremont,Portico,1004,332463,180678763,241926916,18283520,7734317,368,421
11/03/2020,17/03/2020,Male,Naifaru,Cremont,Metromic,1004,332463,18109304,219556844,8789001,17710971,380,564
11/03/2020,17/03/2020,Male,Baros,Cremont,Stonewall,1004,332463,121846451,245524110,3580895,4202449,177,886
11/03/2020,17/03/2020,Male,Fuvahmulah,Cremont,Seabrook,1004,332463,52607050,209733284,14867453,3627183,220,382
11/03/2020,17/03/2020,Maafushi,Male,Portico,Cremont,442,87907,168007976,180686843,13448737,9513194,65,779
11/03/2020,17/03/2020,Maafushi,Maafushi,Portico,Portico,442,87907,93021678,109248478,11877299,15825511,211,268
11/03/2020,17/03/2020,Maafushi,Naifaru,Portico,Metromic,442,87907,240183885,176073620,10628221,17620778,26,319
11/03/2020,17/03/2020,Maafushi,Baros,Portico,Stonewall,442,87907,115328562,58517709,10835985,3759873,193,347
11/03/2020,17/03/2020,Maafushi,Fuvahmulah,Portico,Seabrook,442,87907,184244300,235371780,9940276,6280770,15,723
11/03/2020,17/03/2020,Naifaru,Male,Metromic,Cremont,240,444291,157332449,182247135,12197160,4636597,26,92
11/03/2020,17/03/2020,Naifaru,Maafushi,Metromic,Portico,240,444291,39763248,80220440,7093859,13882497,47,255
11/03/2020,17/03/2020,Naifaru,Naifaru,Metromic,Metromic,240,444291,166836698,113382463,18836069,11941555,140,447
11/03/2020,17/03/2020,Naifaru,Baros,Metromic,Stonewall,240,444291,4626246,209221021,17594368,19782682,356,720
11/03/2020,17/03/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,240,444291,93195489,56695466,9365036,902418,336,475
11/03/2020,17/03/2020,Baros,Male,Stonewall,Cremont,1318,133259,91215059,154372807,7221985,11429346,1,48
11/03/2020,17/03/2020,Baros,Maafushi,Stonewall,Portico,1318,133259,126821410,21921566,17152851,14026505,432,677
11/03/2020,17/03/2020,Baros,Naifaru,Stonewall,Metromic,1318,133259,43112155,150711989,6975795,4998793,496,323
11/03/2020,17/03/2020,Baros,Baros,Stonewall,Stonewall,1318,133259,118425221,49366573,18784366,13113545,65,466
11/03/2020,17/03/2020,Baros,Fuvahmulah,Stonewall,Seabrook,1318,133259,5702048,227610765,503480,6572564,53,245
11/03/2020,17/03/2020,Fuvahmulah,Male,Seabrook,Cremont,1217,306517,28935703,137714988,7184317,19475880,228,180
11/03/2020,17/03/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1217,306517,214769492,18271326,3225608,12871804,363,100
11/03/2020,17/03/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1217,306517,232295703,3311578,1923472,16851124,342,858
11/03/2020,17/03/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1217,306517,74838554,59994025,2072680,7897653,327,210
11/03/2020,17/03/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1217,306517,38121903,74671457,4933832,11410284,187,774
18/03/2020,24/03/2020,Male,Male,Cremont,Cremont,1411,147305,171297146,4567454,9487994,19557476,112,719
18/03/2020,24/03/2020,Male,Maafushi,Cremont,Portico,1411,147305,165305287,183928598,8539506,7189656,44,214
18/03/2020,24/03/2020,Male,Naifaru,Cremont,Metromic,1411,147305,216100439,19007732,5013843,10173853,292,343
18/03/2020,24/03/2020,Male,Baros,Cremont,Stonewall,1411,147305,56919543,66072008,11620717,15750764,56,194
18/03/2020,24/03/2020,Male,Fuvahmulah,Cremont,Seabrook,1411,147305,20404820,194666326,2626682,955129,182,742
18/03/2020,24/03/2020,Maafushi,Male,Portico,Cremont,356,418424,169140495,217497376,620084,16408937,121,301
18/03/2020,24/03/2020,Maafushi,Maafushi,Portico,Portico,356,418424,123565321,50039635,16342541,1962282,101,655
18/03/2020,24/03/2020,Maafushi,Naifaru,Portico,Metromic,356,418424,89489846,158903051,6410809,14703439,312,357
18/03/2020,24/03/2020,Maafushi,Baros,Portico,Stonewall,356,418424,97479493,142223682,7726684,12208660,22,885
18/03/2020,24/03/2020,Maafushi,Fuvahmulah,Portico,Seabrook,356,418424,127496777,148224788,15240522,12628533,52,70
18/03/2020,24/03/2020,Naifaru,Male,Metromic,Cremont,367,260015,158598059,112701043,5522537,2580623,176,344
18/03/2020,24/03/2020,Naifaru,Maafushi,Metromic,Portico,367,260015,134619046,150265050,10756612,14307782,166,745
18/03/2020,24/03/2020,Naifaru,Naifaru,Metromic,Metromic,367,260015,68188739,248107310,9927259,15453106,446,87
18/03/2020,24/03/2020,Naifaru,Baros,Metromic,Stonewall,367,260015,174307812,97175148,10927530,15605534,231,230
18/03/2020,24/03/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,367,260015,36876960,223489181,6532978,9091087,296,203
18/03/2020,24/03/2020,Baros,Male,Stonewall,Cremont,671,336364,67212603,161590891,14142024,9401218,419,583
18/03/2020,24/03/2020,Baros,Maafushi,Stonewall,Portico,671,336364,139496975,205394630,1680358,9122989,100,864
18/03/2020,24/03/2020,Baros,Naifaru,Stonewall,Metromic,671,336364,44961753,46915940,18107968,10034876,88,377
18/03/2020,24/03/2020,Baros,Baros,Stonewall,Stonewall,671,336364,32720038,165113729,19959398,9528453,19,894
18/03/2020,24/03/2020,Baros,Fuvahmulah,Stonewall,Seabrook,671,336364,163050166,212150067,19960305,19125522,104,135
18/03/2020,24/03/2020,Fuvahmulah,Male,Seabrook,Cremont,1109,213601,59531788,225872082,10556368,7714339,236,757
18/03/2020,24/03/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1109,213601,105633780,94447614,12403098,11655240,66,746
18/03/2020,24/03/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1109,213601,3976518,168580102,2548385,566251,46,641
18/03/2020,24/03/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1109,213601,70571388,39379911,10658005,9394749,307,340
18/03/2020,24/03/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1109,213601,247632637,164860496,4332800,466079,157,842
25/03/2020,31/03/2020,Male,Male,Cremont,Cremont,1504,57864,124504690,18371555,16739107,6099192,442,25
25/03/2020,31/03/2020,Male,Maafushi,Cremont,Portico,1504,57864,233302745,130857503,4914949,17124193,265,758
25/03/2020,31/03/2020,Male,Naifaru,Cremont,Metromic,1504,57864,229370029,118066361,6045228,18782832,134,418
25/03/2020,31/03/2020,Male,Baros,Cremont,Stonewall,1504,57864,139506833,140851652,13981912,6564802,148,287
25/03/2020,31/03/2020,Male,Fuvahmulah,Cremont,Seabrook,1504,57864,36968622,23287362,19581302,13130551,237,6
25/03/2020,31/03/2020,Maafushi,Male,Portico,Cremont,628,417624,44161283,226442505,11777607,17089626,141,523
25/03/2020,31/03/2020,Maafushi,Maafushi,Portico,Portico,628,417624,135233640,71678572,13966095,12519673,296,127
25/03/2020,31/03/2020,Maafushi,Naifaru,Portico,Metromic,628,417624,13705341,47999977,12355233,295550,424,820
25/03/2020,31/03/2020,Maafushi,Baros,Portico,Stonewall,628,417624,118730894,106125662,8267549,9406577,373,136
25/03/2020,31/03/2020,Maafushi,Fuvahmulah,Portico,Seabrook,628,417624,169441803,2252424,18414616,1749388,194,272
25/03/2020,31/03/2020,Naifaru,Male,Metromic,Cremont,622,161643,138780369,209619796,2523854,10472320,379,207
25/03/2020,31/03/2020,Naifaru,Maafushi,Metromic,Portico,622,161643,209972040,149963757,11553624,486561,92,512
25/03/2020,31/03/2020,Naifaru,Naifaru,Metromic,Metromic,622,161643,209321916,75540065,17377230,4888423,308,570
25/03/2020,31/03/2020,Naifaru,Baros,Metromic,Stonewall,622,161643,159715475,132782949,11597452,9716740,288,62
25/03/2020,31/03/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,622,161643,223484189,16133601,2848320,10574580,282,110
25/03/2020,31/03/2020,Baros,Male,Stonewall,Cremont,241,474153,198458966,43911523,1596131,6795448,244,437
25/03/2020,31/03/2020,Baros,Maafushi,Stonewall,Portico,241,474153,221849096,210480501,8616466,8407887,404,135
25/03/2020,31/03/2020,Baros,Naifaru,Stonewall,Metromic,241,474153,156846432,250185664,5985746,16309786,62,708
25/03/2020,31/03/2020,Baros,Baros,Stonewall,Stonewall,241,474153,126007203,136021870,797573,8044607,263,272
25/03/2020,31/03/2020,Baros,Fuvahmulah,Stonewall,Seabrook,241,474153,41698850,71106177,16126352,11760720,118,320
25/03/2020,31/03/2020,Fuvahmulah,Male,Seabrook,Cremont,413,486245,237171824,123531574,13538817,17470040,414,867
25/03/2020,31/03/2020,Fuvahmulah,Maafushi,Seabrook,Portico,413,486245,201973086,123672774,5528312,3342148,349,348
25/03/2020,31/03/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,413,486245,248195123,227684709,1301348,10982604,69,43
25/03/2020,31/03/2020,Fuvahmulah,Baros,Seabrook,Stonewall,413,486245,93967538,234002852,6794638,7054641,439,783
25/03/2020,31/03/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,413,486245,115983808,235636344,947267,2022342,144,206
01/04/2020,07/04/2020,Male,Male,Cremont,Cremont,1414,462580,189705134,16644207,9739790,7366868,410,852
01/04/2020,07/04/2020,Male,Maafushi,Cremont,Portico,1414,462580,17940492,17136580,5043520,14533558,291,16
01/04/2020,07/04/2020,Male,Naifaru,Cremont,Metromic,1414,462580,174799118,120413224,16861409,19458142,437,188
01/04/2020,07/04/2020,Male,Baros,Cremont,Stonewall,1414,462580,51888353,13014370,695993,12179136,430,668
01/04/2020,07/04/2020,Male,Fuvahmulah,Cremont,Seabrook,1414,462580,153711085,63692226,5025939,287242,23,697
01/04/2020,07/04/2020,Maafushi,Male,Portico,Cremont,29,289583,210960820,48801703,9312008,6676682,129,724
01/04/2020,07/04/2020,Maafushi,Maafushi,Portico,Portico,29,289583,104870144,219103310,15754223,5589144,331,702
01/04/2020,07/04/2020,Maafushi,Naifaru,Portico,Metromic,29,289583,37478269,48876260,13531565,5087180,389,716
01/04/2020,07/04/2020,Maafushi,Baros,Portico,Stonewall,29,289583,127184808,15363673,16460773,2582950,294,360
01/04/2020,07/04/2020,Maafushi,Fuvahmulah,Portico,Seabrook,29,289583,79172627,66331249,11454623,8984325,134,567
01/04/2020,07/04/2020,Naifaru,Male,Metromic,Cremont,1193,170711,43359078,161083342,5160451,18830566,132,296
01/04/2020,07/04/2020,Naifaru,Maafushi,Metromic,Portico,1193,170711,147050408,215013347,13085928,12117988,485,410
01/04/2020,07/04/2020,Naifaru,Naifaru,Metromic,Metromic,1193,170711,171704795,183851604,14243152,13768518,186,141
01/04/2020,07/04/2020,Naifaru,Baros,Metromic,Stonewall,1193,170711,108284164,124116265,9469896,3198368,86,266
01/04/2020,07/04/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1193,170711,171441750,8526133,10828707,18924533,390,563
01/04/2020,07/04/2020,Baros,Male,Stonewall,Cremont,780,127227,159229470,28612081,19782863,9087314,209,614
01/04/2020,07/04/2020,Baros,Maafushi,Stonewall,Portico,780,127227,132489857,119001667,17382487,19645400,86,358
01/04/2020,07/04/2020,Baros,Naifaru,Stonewall,Metromic,780,127227,203869137,29966106,5153097,8051688,173,670
01/04/2020,07/04/2020,Baros,Baros,Stonewall,Stonewall,780,127227,193072767,236192051,18395425,13404933,487,101
01/04/2020,07/04/2020,Baros,Fuvahmulah,Stonewall,Seabrook,780,127227,127888865,219762905,15076305,4656081,260,60
01/04/2020,07/04/2020,Fuvahmulah,Male,Seabrook,Cremont,275,466861,192874266,221023973,16029362,9704168,274,543
01/04/2020,07/04/2020,Fuvahmulah,Maafushi,Seabrook,Portico,275,466861,43039028,89380141,5225837,1037736,428,591
01/04/2020,07/04/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,275,466861,115357027,2934329,5692252,2619700,497,628
01/04/2020,07/04/2020,Fuvahmulah,Baros,Seabrook,Stonewall,275,466861,120834450,139598440,7716987,2106764,426,551
01/04/2020,07/04/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,275,466861,122214904,162262603,19509615,14494987,235,499
08/04/2020,14/04/2020,Male,Male,Cremont,Cremont,989,138519,71838003,228089958,1298912,19203126,327,180
08/04/2020,14/04/2020,Male,Maafushi,Cremont,Portico,989,138519,25147887,231737602,12885220,15759406,351,658
08/04/2020,14/04/2020,Male,Naifaru,Cremont,Metromic,989,138519,70806774,172400337,9774099,16768862,361,781
08/04/2020,14/04/2020,Male,Baros,Cremont,Stonewall,989,138519,196697769,6887775,2730212,8242596,169,14
08/04/2020,14/04/2020,Male,Fuvahmulah,Cremont,Seabrook,989,138519,242926639,126645660,17341693,8577194,491,879
08/04/2020,14/04/2020,Maafushi,Male,Portico,Cremont,1696,368168,233588297,129322195,12975490,16920665,459,398
08/04/2020,14/04/2020,Maafushi,Maafushi,Portico,Portico,1696,368168,16603254,158969656,17760686,291475,25,867
08/04/2020,14/04/2020,Maafushi,Naifaru,Portico,Metromic,1696,368168,55894627,20280720,19689861,8442465,0,710
08/04/2020,14/04/2020,Maafushi,Baros,Portico,Stonewall,1696,368168,137383944,217660493,732552,191836,398,825
08/04/2020,14/04/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1696,368168,43669880,111978548,3299181,11387728,389,38
08/04/2020,14/04/2020,Naifaru,Male,Metromic,Cremont,1556,39590,224600612,38472489,14454780,16286557,430,720
08/04/2020,14/04/2020,Naifaru,Maafushi,Metromic,Portico,1556,39590,247389484,187875630,2426947,17856344,169,343
08/04/2020,14/04/2020,Naifaru,Naifaru,Metromic,Metromic,1556,39590,13613725,217714146,16624159,11063240,156,109
08/04/2020,14/04/2020,Naifaru,Baros,Metromic,Stonewall,1556,39590,28339071,101716958,19935453,4479743,341,581
08/04/2020,14/04/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1556,39590,242550030,136802823,16463836,15718745,217,206
08/04/2020,14/04/2020,Baros,Male,Stonewall,Cremont,363,401073,228043720,196846779,8386840,4560761,48,634
08/04/2020,14/04/2020,Baros,Maafushi,Stonewall,Portico,363,401073,177703005,71703076,5089692,11399425,209,431
08/04/2020,14/04/2020,Baros,Naifaru,Stonewall,Metromic,363,401073,16563911,24063606,6734095,4576522,126,612
08/04/2020,14/04/2020,Baros,Baros,Stonewall,Stonewall,363,401073,49679225,138836542,9020305,11606581,402,388
08/04/2020,14/04/2020,Baros,Fuvahmulah,Stonewall,Seabrook,363,401073,161257180,206963566,7263075,3854402,202,255
08/04/2020,14/04/2020,Fuvahmulah,Male,Seabrook,Cremont,483,495016,184240621,196503846,706642,19651307,91,484
08/04/2020,14/04/2020,Fuvahmulah,Maafushi,Seabrook,Portico,483,495016,84729284,75435173,8531926,5441487,215,113
08/04/2020,14/04/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,483,495016,121015801,13194443,2945088,2408742,310,226
08/04/2020,14/04/2020,Fuvahmulah,Baros,Seabrook,Stonewall,483,495016,125009606,149284534,610983,10655897,488,846
08/04/2020,14/04/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,483,495016,170468286,86723216,13552647,1089764,296,522
15/04/2020,21/04/2020,Male,Male,Cremont,Cremont,163,270797,202677294,56076910,7772956,11548468,54,232
15/04/2020,21/04/2020,Male,Maafushi,Cremont,Portico,163,270797,169205184,190718662,5913506,306089,336,143
15/04/2020,21/04/2020,Male,Naifaru,Cremont,Metromic,163,270797,74646004,78355058,5118452,16445132,123,109
15/04/2020,21/04/2020,Male,Baros,Cremont,Stonewall,163,270797,92548934,64661375,13544801,18722685,90,128
15/04/2020,21/04/2020,Male,Fuvahmulah,Cremont,Seabrook,163,270797,228051862,63532455,9393496,7605095,59,605
15/04/2020,21/04/2020,Maafushi,Male,Portico,Cremont,123,343955,106895948,68029312,16282602,14674402,352,92
15/04/2020,21/04/2020,Maafushi,Maafushi,Portico,Portico,123,343955,204225824,158389555,9840815,1282969,41,312
15/04/2020,21/04/2020,Maafushi,Naifaru,Portico,Metromic,123,343955,173050991,191656665,13038008,2010317,307,706
15/04/2020,21/04/2020,Maafushi,Baros,Portico,Stonewall,123,343955,250096263,30367369,17658948,9805597,30,460
15/04/2020,21/04/2020,Maafushi,Fuvahmulah,Portico,Seabrook,123,343955,237058227,4413579,5627499,16913686,206,387
15/04/2020,21/04/2020,Naifaru,Male,Metromic,Cremont,524,187365,148725126,122712482,6995916,6726476,47,468
15/04/2020,21/04/2020,Naifaru,Maafushi,Metromic,Portico,524,187365,127226838,155325083,6439,6509341,316,192
15/04/2020,21/04/2020,Naifaru,Naifaru,Metromic,Metromic,524,187365,186792722,88828438,11320531,18253125,449,125
15/04/2020,21/04/2020,Naifaru,Baros,Metromic,Stonewall,524,187365,130429773,131863278,14660048,14985145,20,665
15/04/2020,21/04/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,524,187365,111639857,81150414,3430628,19211829,424,746
15/04/2020,21/04/2020,Baros,Male,Stonewall,Cremont,982,266456,58162282,245331257,7958647,14923865,92,270
15/04/2020,21/04/2020,Baros,Maafushi,Stonewall,Portico,982,266456,6184911,246769486,16782044,7330521,3,158
15/04/2020,21/04/2020,Baros,Naifaru,Stonewall,Metromic,982,266456,58728310,156015893,5596568,2041052,47,729
15/04/2020,21/04/2020,Baros,Baros,Stonewall,Stonewall,982,266456,164523210,56073851,4962907,8539952,440,311
15/04/2020,21/04/2020,Baros,Fuvahmulah,Stonewall,Seabrook,982,266456,101063072,95884097,7758724,3856919,261,745
15/04/2020,21/04/2020,Fuvahmulah,Male,Seabrook,Cremont,1137,307770,173024250,150405385,17393745,3056495,439,357
15/04/2020,21/04/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1137,307770,110883274,195907572,15809379,11068507,213,788
15/04/2020,21/04/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1137,307770,42813482,162622990,16025348,13516976,163,622
15/04/2020,21/04/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1137,307770,227049575,46499883,13924951,16523259,293,80
15/04/2020,21/04/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1137,307770,212302348,189275550,5045013,14662171,289,574
22/04/2020,28/04/2020,Male,Male,Cremont,Cremont,285,285758,104696546,231176812,6302025,15249860,288,113
22/04/2020,28/04/2020,Male,Maafushi,Cremont,Portico,285,285758,9011592,114611590,17006280,19908678,200,493
22/04/2020,28/04/2020,Male,Naifaru,Cremont,Metromic,285,285758,200607376,63177510,6043533,19000331,278,616
22/04/2020,28/04/2020,Male,Baros,Cremont,Stonewall,285,285758,152538644,116451793,10636819,15573901,21,635
22/04/2020,28/04/2020,Male,Fuvahmulah,Cremont,Seabrook,285,285758,128852991,148706474,13817119,14771246,156,812
